Order ID,Order Date,CustomerName,State,City,Age 
B-26031,22-02-2019,Deepak,Madhya Pradesh,Bhopal,28
B-26032,22-02-2019,Monisha,Rajasthan,Jaipur,21
B-26033,22-02-2019,Atharv,West Bengal,Kolkata,37
B-26034,23-02-2019,Vini,Karnataka,Bangalore,19
B-26035,23-02-2019,Pinky,Jammu and Kashmir,Kashmir,32
B-26036,23-02-2019,Bhishm,Maharashtra,Mumbai,48
B-26037,23-02-2019,Hitika,Madhya Pradesh,Indore,29
B-26038,24-02-2019,Pooja,Bihar,Patna,19
B-26039,25-02-2019,Hemant,Kerala ,Thiruvananthapuram,38
B-26040,26-02-2019,Sahil,Punjab,Chandigarh,23
B-26041,27-02-2019,Ritu,Haryana,Chandigarh,41
B-26042,28-02-2019,Manish,Himachal Pradesh,Simla,29
B-26043,01-03-2019,Amit,Sikkim,Gangtok,41
B-26044,02-03-2019,Sanjay,Goa,Goa,42
B-26045,03-03-2019,Nidhi,Nagaland,Kohima,28
B-26046,04-03-2019,Nishi,Maharashtra,Mumbai,24
B-26047,04-03-2019,Ashmi,Madhya Pradesh,Indore,25
B-26048,04-03-2019,Parth,Maharashtra,Pune,30
B-26049,05-03-2019,Lisha,Madhya Pradesh,Bhopal,16
B-26050,06-03-2019,Paridhi,Rajasthan,Jaipur,22
B-26051,07-03-2019,Parishi,West Bengal,Kolkata,16
B-26052,08-03-2019,Ajay,Karnataka,Bangalore,18
B-26053,09-03-2019,Kirti,Jammu and Kashmir,Kashmir,22
B-26054,10-03-2019,Mayank,Maharashtra,Mumbai,37
B-26055,10-03-2019,Yaanvi,Madhya Pradesh,Indore,16
B-26056,10-03-2019,Sonal,Bihar,Patna,20
B-26057,10-03-2019,Sharda,Kerala ,Thiruvananthapuram,42
B-26058,11-03-2019,Aditya,Punjab,Chandigarh,27
B-26059,12-03-2019,Rachna,Haryana,Chandigarh,42
B-26060,13-03-2019,Chirag,Maharashtra,Mumbai,15
B-26061,14-03-2019,Anurag,Madhya Pradesh,Indore,38
B-26062,15-03-2019,Tushina,Goa,Goa,42
B-26063,15-03-2019,Farah,Nagaland,Kohima,45
B-26064,16-03-2019,Ankita,Maharashtra,Mumbai,35
B-26065,16-03-2019,Nida,Madhya Pradesh,Indore,31
B-26066,16-03-2019,Priyanka,Maharashtra,Pune,26
B-26067,16-03-2019,Tulika,Madhya Pradesh,Bhopal,26
B-26068,16-03-2019,Shefali,Rajasthan,Jaipur,34
B-26069,17-03-2019,Sanskriti,West Bengal,Kolkata,28
B-26070,18-03-2019,Shruti,Karnataka,Bangalore,22
B-26071,19-03-2019,Subhashree,Jammu and Kashmir,Kashmir,47
B-26072,20-03-2019,Sweta,Maharashtra,Mumbai,17
B-26073,21-03-2019,Pournamasi,Madhya Pradesh,Indore,33
B-26074,21-03-2019,Bharat,Gujarat,Ahmedabad,37
B-26075,21-03-2019,Pearl,Maharashtra,Pune,26
B-26076,21-03-2019,Jahan,Madhya Pradesh,Bhopal,40
B-26077,22-03-2019,Divsha,Rajasthan,Jaipur,17
B-26078,22-03-2019,Kasheen,West Bengal,Kolkata,17
B-26079,22-03-2019,Hazel,Karnataka,Bangalore,29
B-26080,22-03-2019,Sonakshi,Jammu and Kashmir,Kashmir,19
B-26081,22-03-2019,Aarushi,Tamil Nadu,Chennai,35
B-26082,23-03-2019,Jitesh,Uttar Pradesh,Lucknow,36
B-26083,24-03-2019,Yogesh,Bihar,Patna,15
B-26084,25-03-2019,Anita,Kerala ,Thiruvananthapuram,48
B-26085,26-03-2019,Shrichand,Punjab,Chandigarh,18
B-26086,26-03-2019,Mukesh,Haryana,Chandigarh,38
B-26087,26-03-2019,Vandana,Himachal Pradesh,Simla,29
B-26088,26-03-2019,Bhavna,Sikkim,Gangtok,20
B-26089,26-03-2019,Kanak,Goa,Goa,21
B-26090,27-03-2019,Sagar,Nagaland,Kohima,24
B-26091,27-03-2019,Manju,Andhra Pradesh,Hyderabad,47
B-26092,27-03-2019,Ramesh,Gujarat,Ahmedabad,48
B-26093,27-03-2019,Sarita,Maharashtra,Pune,27
B-26094,27-03-2019,Deepak,Madhya Pradesh,Bhopal,33
B-26095,28-03-2019,Monisha,Rajasthan,Jaipur,18
B-26096,28-03-2019,Atharv,West Bengal,Kolkata,27
B-26097,28-03-2019,Vini,Karnataka,Bangalore,19
B-26098,29-03-2019,Pinky,Jammu and Kashmir,Kashmir,31
B-26099,30-03-2019,Bhishm,Maharashtra,Mumbai,24
B-26100,31-03-2019,Hitika,Madhya Pradesh,Indore,22
